,uid,activity_mean,activity_var,audio_mean,audio_var,bluetooth_sum,bluetooth_var,bluetooth_mean,bluetooth_day_num,conversation_sum,conversation_var,conversation_mean,conversation_day_num,dark_sum,dark_var,dark_mean,dark_day_num,phonecharge_sum,phonecharge_var,phonecharge_mean,phonecharge_day_num,phonelock_sum,phonelock_var,phonelock_mean,phonelock_day_num,in_time_second,near_time_second,in_all_percentage,pre_score,post_socre,Flourishing_score
10,u15,0.8676084965254856,0.9823853180024988,0.6417209574101034,0.6204433953470982,0.7323535960810509,0.4028418434971292,0.6448313630076958,0.5,0.6238058522772184,0.28696985737108555,0.5637679228470052,0.5428571428571428,0.9189583982631,0.7235556889233834,0.7363407543359246,1.0,0.98752213319645,0.9177597047941318,0.91846226760866,0.9130434782608696,0.9339155861289172,0.6017024178095557,0.8657796541956491,0.8863636363636364,0.17618432321266322,0.6739031096881086,0.3098409035597736,0,0,0.0
11,u16,0.7308288065909566,0.9835108735180988,0.6477298209877348,0.7906708518620813,0.5673569360944111,0.6935046541179745,0.5403444010448255,0.2058823529411765,0.4561370421884816,0.679900247845052,0.495708128967213,0.2857142857142857,0.6008124264742685,0.5422269604002182,0.6731732704982846,0.11627906976744184,0.5406861734587309,0.1802767703217974,0.5755319565739421,0.2608695652173913,0.3827214813852048,0.5710812111180609,0.4345727871129052,0.06818181818181818,0.12288529436128505,0.8879809936512252,0.10697836658050107,0,0,0.0
12,u17,0.814924994032238,0.988237676988722,0.6635487837089413,0.8903139570474448,0.5660209307503896,0.5850501938205387,0.5807039110092604,0.08823529411764706,0.5583917262151566,0.8195372528636033,0.6728197357111657,0.028571428571428567,0.2138911636213292,0.43495980162985615,0.2991995203450045,0.11627906976744184,0.4954545888925143,0.18626915492322846,0.4144788666207849,0.43478260869565216,0.33865905007849895,0.4272123756152705,0.3647087738867087,0.09090909090909093,0.03776123793565202,0.9056589152531116,0.08480874193817231,0,0,0.0
13,u19,0.8131676243293454,0.9925973565449556,0.6293584671896446,0.6791756963350147,0.3571587619683812,0.4914508367324319,0.3841781506125095,0.0,0.4446819604476919,0.4199065479238451,0.5186818560525369,0.2,0.34023239704084296,0.5874459441253441,0.4213149659268435,0.11627906976744184,0.6578566192079968,0.8788431715049428,0.7247895371188472,0.1956521739130435,0.3070332345037694,0.7059129894408294,0.3702638579617016,0.022727272727272728,0.0501844914955193,0.8819594054796391,0.10752816349416447,0,0,0.0
14,u20,0.9278858936241591,0.991576510454776,0.7829544921198404,0.820166266523408,0.9004676018704075,0.8417887216062666,0.9006095027726071,0.4411764705882353,0.8330238614601433,0.7942528584811046,0.8206308765934215,0.4857142857142857,0.7726892468735923,0.053593545330655835,0.5593633553495534,0.813953488372093,0.930414732073988,0.7513015067084728,0.7747462581274496,0.9130434782608696,0.8217800756332034,0.5827491863625794,0.7486405160095211,0.6590909090909091,0.3078376109574316,0.9629393419242389,0.0396854405736169,0,0,0.0
15,u23,0.9220627564560232,0.994584216777828,0.6883706285032491,0.9247434239646282,0.8523714094856379,0.8451093499791654,0.8721913001289187,0.2647058823529412,0.7342179745146792,0.8852439185441183,0.7731743186816904,0.2571428571428571,0.3253470246289382,0.590790340095445,0.3134207112242107,0.2790697674418605,0.0,0.4991308119492493,0.0,0.2608695652173913,0.474014358873833,1.0,0.4527969315731706,0.2272727272727273,0.2529643546906889,0.9800360766379476,0.0189532806205697,-1,0,0.0
16,u24,0.6384124214711182,0.9457651831281086,0.34747865750479034,0.4539299511319913,0.8826541972834558,0.8596008075331611,0.6834940063441619,1.0,0.6299046900589499,0.3978577631117884,0.269013699333242,1.0,0.8710254045203315,0.7122170973783808,0.7054458281358025,0.8837209302325582,0.902523832862114,0.5378228739809899,0.6344600312504781,0.9782608695652174,0.7217654802502451,0.4720263536916611,0.3230729210808423,0.8409090909090909,1.0,0.9359415196837853,0.14104426387513133,0,0,0.0
17,u27,0.8638837498660762,0.9903822568949796,0.6227139971556261,0.7744978528651998,0.6225784903139613,0.3216547926112817,0.6531133347158855,0.05882352941176471,0.4629611396700415,0.5268275052393588,0.5749361199195286,0.08571428571428573,0.4826219554511352,0.7454514041987446,0.5494401856171061,0.13953488372093026,0.644319362400119,0.6571378954146586,0.4982201095728135,0.5869565217391305,0.7483194890266514,0.8347882400212411,0.8450375652574742,0.20454545454545456,0.04011263210693397,0.9298246045622864,0.062312112828041076,-1,-1,-1.0
18,u31,0.6703669282738673,0.9703168731019424,0.5052035280590901,0.7731582334681137,0.7014028056112225,0.7559728997658565,0.6654138017653829,0.3235294117647059,0.3669585270710463,0.4257269937549192,0.470122825772472,0.14285714285714285,0.5505787634344156,0.7630295507110914,0.63274384086711,0.09302325581395347,0.4236385951068742,0.6979651600457355,0.4768457221550508,0.21739130434782608,0.6966965783237611,0.8859262865016484,0.8092752586914551,0.11363636363636365,0.14521897317453866,0.8745140631851624,0.12165800100003173,-1,0,-1.0
19,u32,0.4612796566193086,0.9304822738823528,0.28845648435358473,0.13601437490930926,0.4613671788020485,0.15998538045748534,0.3851992304851835,0.2647058823529412,0.0708965624354304,0.3819930283776079,0.10196519853044674,0.3142857142857143,0.4457115650481647,0.26686761221507743,0.4572101403992904,0.2558139534883721,0.638167801369835,0.5233292946200102,0.6293703716352214,0.3695652173913043,0.3200874018407228,0.2333863393907989,0.2743196786925604,0.18181818181818185,0.17496818606083098,0.647549205619001,0.3324168479042661,1,1,1.0
20,u33,0.7067139772286564,0.9806138061907504,0.4454215618143416,0.5252308526874697,0.9196170118013806,0.9093321052906552,0.8909388308281877,0.6176470588235294,0.5346841930827143,0.5032268782269149,0.5021354152984456,0.4571428571428571,0.4619012108586544,0.42003291027179096,0.4368987638184374,0.32558139534883723,0.6887482133032626,0.43832118402438414,0.6086450905552115,0.5217391304347826,0.6547236660761041,0.7127186249592895,0.6591656146367428,0.3181818181818182,0.32169616073752244,0.8807613609736387,0.13079459673033686,-1,-1,-1.0
21,u34,0.629593342214455,0.9154125443988868,0.6198752832392006,0.6835231018804179,0.8944555778223113,0.9050187835757234,0.8350354846760187,0.6764705882352942,0.6867183177303116,0.32915059610737674,0.5749460170358822,0.6857142857142857,0.9585021507262249,1.0,0.8712739910227447,0.9302325581395348,0.9922238589373062,0.8804150914156225,0.8958304758015002,0.9782608695652174,1.0,0.5906778544246879,1.0,1.0,0.6072421635957219,0.4270825709739893,0.6593089126554347,0,-1,0.0
22,u35,0.7660934203598858,0.9639611035413452,0.7411144039733939,0.834928244485772,0.8476953907815631,0.9255897684973114,0.9118243262978952,0.0,0.6357677837699914,0.6938793910763387,0.7440299069145229,0.0,1.0,0.8841873890540666,1.0,0.7674418604651163,0.92570344998,0.8341150190050917,0.8559288528075232,0.7608695652173914,0.8448500137963656,0.398693990010114,0.8888620351309486,0.4772727272727273,0.05171436528989983,0.8921310985416206,0.09821763621896976,0,0,0.0
23,u36,0.5000706893765496,0.9438392824034318,0.6905422099706106,0.6316051166038471,0.6009797372522824,0.7661060116118551,0.610749308739608,0.1176470588235294,0.6061694223299557,0.6165419480309485,0.6759844182574442,0.17142857142857146,0.3037543810505605,0.6485779004991771,0.3980235567198866,0.09302325581395347,0.874849999385663,0.8653857963329088,0.9226432718678512,0.3043478260869565,0.14273609807529158,0.7878141782055664,0.17213459118186902,0.022727272727272728,0.12625192987170716,0.7419382613471358,0.24206430744811497,0,0,0.0
24,u42,0.8672965541229529,0.9858200663306048,0.7427491811580426,0.7761106599674352,0.8191939434424405,0.8066085985181752,0.7874750393202654,0.4411764705882353,0.6979258681968769,0.4920734919331127,0.6272320028721006,0.6,0.7508778925028043,0.4363159341629425,0.6169801248529673,0.6744186046511628,0.9990170608207268,0.9566655388975436,0.9474157152327848,0.9130434782608696,0.8539463820318407,0.4830388160502982,0.8298636985268484,0.6363636363636364,0.3914582100835348,0.8176758305591141,0.20681603262384485,0,-1,-1.0
25,u43,0.6044760480376257,0.9557395321705252,0.5618595457480008,0.6671351249567249,0.6800267201068805,0.6996114194205207,0.6575376202290035,0.2647058823529412,0.5138825523039823,0.5159951981263134,0.5624993750967408,0.2571428571428571,0.6338836012750839,0.5991115947167466,0.5545955495832052,0.4883720930232558,0.8473277023660165,0.8164145658394806,0.8504301662792314,0.4565217391304348,0.6052371501147567,0.3473132149333592,0.5072373868113236,0.4318181818181818,0.6028863771114443,0.0,1.0,0,0,0.0
26,u44,0.9447886054492134,0.997908891238296,0.8046751834774623,0.9560314401410148,0.706746826987308,0.8147749591455246,0.6625449735140647,0.35294117647058826,0.7371072261104585,0.9070695994356992,0.7759368927192024,0.2571428571428571,0.8379399293984738,0.6576983240721339,0.7920440936191776,0.5813953488372093,0.9444434584715022,0.9433599394744244,0.9473199886184732,0.5869565217391305,0.4233314476524694,0.5795286606984761,0.3649387162357276,0.25,0.1036195163759439,0.8415204833014859,0.14923816259461534,0,0,0.0
27,u45,0.7541545547838835,0.9591257438442,0.5748626490452478,0.7457286519449317,0.8410153640614563,0.8164579012528267,0.7570992107768969,0.6470588235294118,0.6266888635887736,0.5316591678865794,0.5409547008231029,0.6,0.867004490721405,0.714654766354945,0.7118726719117369,0.8604651162790697,0.7359238331351527,0.4553404024928128,0.5901002311367781,0.6521739130434783,0.5874950594096008,0.598270255957174,0.2801865671162032,0.6363636363636364,0.4881102944102045,0.24689987533695,0.7589806464132369,0,0,0.0
28,u46,0.01796447566106347,0.9486370686557998,0.11352171482920564,0.5931538306271479,0.3885548875528835,0.23991096523729194,0.24422297645961494,0.35294117647058826,0.1698244816057222,0.6552676428299417,0.14486263864589374,0.4,0.6656812063077875,0.8477964327773825,0.6679569044861131,0.32558139534883723,0.7261763529406946,0.6967209744984934,0.6605580930955601,0.5217391304347826,0.727922530122065,0.5843481115451304,0.7478444756044067,0.3636363636363637,0.3332241886385591,0.821149421611419,0.1949784705448327,0,0,0.0
29,u47,0.7586415864620901,0.9305362073013441,0.7700217761803715,0.8518490087919559,0.7893564907592964,0.8151263832849683,0.7073213658256713,0.5588235294117647,0.9026959414578136,0.8261719020022965,0.8813307741629895,0.5714285714285714,0.9805322158894232,0.9493085302056914,0.9288081309535668,0.9069767441860463,0.7234855569374345,0.6095420882041692,0.6164862098047138,0.5869565217391305,0.8822220067834794,0.4385770721099237,0.7751622312708746,0.8181818181818182,0.1999839544253499,0.7951159390965342,0.2033283152385871,1,1,1.0
30,u51,0.4271374892101956,0.9485925094063179,0.6392298797528013,0.7752430830968832,0.5735916276998442,0.7347917158000566,0.5987739220474234,0.05882352941176471,0.5630795663973175,0.7042155043145447,0.6840061046770035,0.0,0.4514392642232466,0.660544922318765,0.5478263520587403,0.06976744186046513,0.9554987938517154,0.9526465995046436,1.0,0.39130434782608703,0.0,0.4183083857440054,0.0,0.022727272727272728,0.05083805514590058,0.8837497071002587,0.105920720041845,0,0,0.0
31,u52,0.22751182334063716,0.0,0.8409665144966418,0.0,0.5882876864840793,0.2490727308112553,0.6240702486302172,0.029411764705882356,0.9095131052902355,0.9736748436403524,0.9581099452640072,0.11428571428571427,0.4681382538214454,0.7480225180402662,0.5634648050495012,0.06976744186046513,0.8234381847297668,0.8955381193590978,0.8271153083863674,0.43478260869565216,0.2410063498793839,0.3942757635953123,0.25824653602720665,0.06818181818181818,0.1149645855904217,0.7947826022781296,0.19326803379112226,-1,0,0.0
32,u53,0.9129325588025412,0.9929512198191209,0.6620558631076536,0.7870088684612349,0.6492985971943888,0.6520502644939777,0.6907063283892487,0.029411764705882356,0.4590436279071057,0.607591152351662,0.5621264360491304,0.11428571428571427,0.6435985664348753,0.17727116174414734,0.6024095459183002,0.4186046511627907,0.9097033844507212,0.8666411411181388,0.880946165193072,0.6304347826086957,0.3650180986299871,0.289444612814373,0.36760744144538177,0.13636363636363635,0.0,0.9914334897720332,0.0026436599952166444,0,0,0.0
33,u56,0.6211850579259911,0.9693461993687208,0.5875859002230525,0.8346113588761132,0.9222890224894232,1.0,0.9786637837218518,0.1176470588235294,0.6564335250256198,0.7699649450082733,0.7066766357031457,0.22857142857142854,0.7595893116035749,0.5097689729368201,0.7099483139469149,0.5116279069767442,0.8876937379948314,0.6647863369413073,0.7411666645602418,0.8260869565217391,0.7441443572154282,0.3944962688627073,0.7622123699928861,0.3863636363636364,0.3731502746337076,0.3109134597348189,0.6625641860645808,0,0,0.0
34,u59,0.297927125386913,0.9153480760613709,0.7072373672341856,0.9231093249351996,0.6958361166778001,0.8281840509231901,0.7193643928300001,0.1176470588235294,0.0905742586889024,0.3657901744734872,0.29382505235241857,0.0,0.5986993437414435,0.828039426099832,0.6784937064965375,0.09302325581395347,0.03264040671838929,0.5820499006787013,0.2435034850801917,0.0,0.7770642257220365,0.7705582719625076,0.8990195334436657,0.1590909090909091,0.04789245290526002,0.9065377682300492,0.08456775541977465,0,0,0.0
